,Solar,Offshore Wind,Onshore Wind,Gas,Nuclear
N1,0.0,0.0,0.0,0.0,138.46101734782684
N10,0.0,0.0,0.0,0.0,14.227622038885697
N16,-3.947891719548613e-11,0.0,-1.445150000977587e-11,0.0,1.0887101764502958
N24,0.0,0.0,0.0,0.0,1.877578214615012
